Row ID,yes_rsvp_count,name,time,status,rsvp_id,created,member_id,event_id,offset
166,70,If a Tree Falls in a LogicForest... An Introduction to Logic Regression,10/25/2011 18:30,past,220328032,10/18/2011 16:28,7791947,37103942,-7.084375
167,70,If a Tree Falls in a LogicForest... An Introduction to Logic Regression,10/25/2011 18:30,past,220811662,10/19/2011 9:01,25037362,37103942,-6.395034722
168,70,If a Tree Falls in a LogicForest... An Introduction to Logic Regression,10/25/2011 18:30,past,221396872,10/19/2011 21:08,17015941,37103942,-5.890196759
169,70,If a Tree Falls in a LogicForest... An Introduction to Logic Regression,10/25/2011 18:30,past,222784582,10/21/2011 16:31,14332394,37103942,-4.082523148
170,70,If a Tree Falls in a LogicForest... An Introduction to Logic Regression,10/25/2011 18:30,past,222871082,10/21/2011 18:36,24830142,37103942,-3.995648148
171,70,If a Tree Falls in a LogicForest... An Introduction to Logic Regression,10/25/2011 18:30,past,224282002,10/24/2011 1:41,9356953,37103942,-1.700289352
172,70,If a Tree Falls in a LogicForest... An Introduction to Logic Regression,10/25/2011 18:30,past,224428912,10/24/2011 9:55,5820321,37103942,-1.357488426
173,70,If a Tree Falls in a LogicForest... An Introduction to Logic Regression,10/25/2011 18:30,past,224444132,10/24/2011 10:16,10952639,37103942,-1.342696759
174,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,233058262,11/4/2011 9:50,482161,39933182,-25.40268519
175,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,233060202,11/4/2011 9:52,8990490,39933182,-25.4008912
176,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,233265062,11/4/2011 14:14,14468547,39933182,-25.21934028
177,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,234753592,11/6/2011 16:51,13129584,39933182,-23.06818287
178,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,234754652,11/6/2011 16:53,18880781,39933182,-23.06717593
179,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,234756262,11/6/2011 16:55,13451366,39933182,-23.06554398
180,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,234756992,11/6/2011 16:56,23084231,39933182,-23.06469907
181,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,234762892,11/6/2011 17:04,26534042,39933182,-23.05909722
182,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,234780842,11/6/2011 17:32,14756541,39933182,-23.03989583
183,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,234802562,11/6/2011 18:05,21042311,39933182,-23.01689815
184,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,234803302,11/6/2011 18:06,14071871,39933182,-23.01606481
185,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,234815822,11/6/2011 18:25,7988419,39933182,-23.00321759
186,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,234860172,11/6/2011 19:33,2891142,39933182,-22.95586806
187,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,234910582,11/6/2011 20:43,21383321,39933182,-22.90697917
188,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,234951402,11/6/2011 21:33,9849962,39933182,-22.87239583
189,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,234953692,11/6/2011 21:36,26300492,39933182,-22.87018519
190,65,Panel Discussion on Selling Data Science Projects and Results,11/29/2011 18:30,past,234976722,11/6/2011 22:09,521544,39933182,-22.84768519
